,time,rela,crel,time1,rela.1,crel.1,time2,rela.2,crel.2,time3,rela.3,crel.3,time4,rela.4,crel.4
88,10.10805556,0.821686762,0.904253909,10.11,0.894533884,0.697592958,10.11194444,0.806976527,1.381207206,10.11194444,0.827780844,0.894400069,10.11194444,0.577236209,0.754196792
89,10.22472222,0.830631499,0.885574375,10.22666667,0.891827437,0.674501289,10.22861111,0.770499555,1.394833071,10.22861111,0.805793713,0.86756691,10.22861111,0.559710381,0.71263869
90,10.34138889,0.850394522,0.884738136,10.34333333,0.865508164,0.637305074,10.34527778,0.744296925,1.406633564,10.34527778,0.790370094,0.842614232,10.34527778,0.541312791,0.677641697
91,10.45805556,0.871082425,0.892292984,10.46,0.839291433,0.609628449,10.46194444,0.729110786,1.389591134,10.46194444,0.786637993,0.841772502,10.46194444,0.544876204,0.668547734
92,10.57472222,0.877419314,0.894907478,10.57666667,0.824459527,0.619348295,10.57861111,0.722212854,1.360815301,10.57861111,0.799792652,0.870371578,10.57861111,0.573331886,0.685422273
93,10.69138889,0.888443318,0.905475739,10.69333333,0.830539351,0.660351163,10.69527778,0.719143273,1.335687233,10.69527778,0.8251269,0.915837799,10.69527778,0.587507105,0.703763635
94,10.80805556,0.916720334,0.9228223,10.81,0.84405117,0.703467118,10.81194444,0.722798749,1.31708316,10.81194444,0.862611937,0.971566907,10.81194444,0.594779256,0.709915101
95,10.92472222,0.937335526,0.94072618,10.92666667,0.826183196,0.731911079,10.92861111,0.722834196,1.308379307,10.92861111,0.903095021,1.01735713,10.92861111,0.610351513,0.721580915
96,11.04138889,0.926254267,0.960039057,11.04333333,0.798349943,0.736224683,11.04527778,0.739660027,1.327764283,11.04527778,0.928743068,1.033520533,11.04527778,0.606640376,0.732205679
97,11.15805556,0.894466359,0.971307067,11.16,0.788860098,0.713829299,11.16194444,0.768822024,1.363301438,11.16194444,0.934183539,1.036502975,11.16194444,0.587432164,0.733079212
98,11.27472222,0.851171032,0.956113779,11.27666667,0.78439922,0.689870376,11.27861111,0.78464388,1.388169799,11.27861111,0.916791237,1.036209198,11.27861111,0.580407421,0.738636621
99,11.39138889,0.812428237,0.924997506,11.39333333,0.774342724,0.66949925,11.39527778,0.792285192,1.383512875,11.39527778,0.876793882,1.024045931,11.39527778,0.591239367,0.750811231
